,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BRAP4,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU4,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_ODPV3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_RADL3,ACAO_RAPT4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_SANB11,ACAO_SANB4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVT3,ACAO_VLID3,ACAO_WEGE3,ACAO_YDUQ3
ACAO_ITUB4,0.0441301694,0.0289168053,0.0123354629,0.0326622402,0.0406413656,0.0530344955,0.0464766597,0.0564398752,0.0699003117,0.0682734396,0.0726449006,0.0193625346,0.0394023247,0.0363261397,0.0553953362,0.0127956525,0.0157392477,0.0388713871,0.0441740480,0.0139743645,0.0287261216,0.0342713155,0.0448851682,0.0289203852,0.0577866100,0.0282182411,0.0579210129,0.0472053318,0.0257423143,0.0295190647,0.0262432815,0.0276444604,0.0262034250,0.0523936938,0.0499562641,0.0282627205,0.0285141827,0.0253503674,0.0528961982,0.0420770186,0.0468576791,0.0495640156,0.0283404412,0.0189503902,0.0517812677,0.0350433033,0.0227015245,0.0227584017,0.0505134750,0.0725564193,0.0662461435,0.0798637126,0.0471973927,0.0215556174,0.0193670720,0.0217504265,0.0339347259,0.0414402495,0.0509274243,0.0301888303,0.0260077017,0.0419206570,0.0535645797,0.0424721740,0.0394143425,0.0370679523,0.0198364022,0.0578567358,0.0578745718,0.0231101738,0.0220242175,0.0410110445,0.0413297069,0.0302400161,0.0263679044,0.0490070865,0.0190091634,0.0465124182,0.0428196053,0.0265781811,0.0633025424,0.0526536512,0.0393945202,0.0161589037,0.0147290113,0.0232494236,0.0218338426,0.0477555895,0.0231353601,0.0398718590,0.0325621756,0.0260201826,0.0277962143,0.0350935324,0.0234767765,0.0415066717,0.0534504432,0.0359937137,0.0214637828,0.0290489191,0.0256622064,0.0459590633
ACAO_JHSF3,0.0442846585,0.0294307735,0.0206827177,0.0465266929,0.0690849676,0.0571994289,0.0491153234,0.0609362009,0.0553390866,0.0470797810,0.0500841079,0.0341288062,0.0396568261,0.0419418150,0.0509109503,0.0156769549,0.0209984955,0.0439330908,0.0483332178,0.0195292488,0.0298208476,0.0406500520,0.0542593470,0.0375862256,0.0601601358,0.0439241285,0.0829702635,0.0600879593,0.0255347264,0.0346803667,0.0419386494,0.0342074240,0.0372052986,0.0795923910,0.0782167590,0.0414251234,0.0378207202,0.0374947013,0.0897637477,0.0455536239,0.0497974978,0.0540540584,0.0425255885,0.0287852330,0.0988686281,0.0423431437,0.0427719196,0.0224784386,0.0349771653,0.0474147982,0.0418056222,0.0471973927,0.1852527935,0.0349068118,0.0219398026,0.0324148961,0.0531604592,0.0664332172,0.0656252705,0.0400329308,0.0349702938,0.0514058360,0.0784003699,0.0568198242,0.0517561469,0.0520009139,0.0281978062,0.0506126922,0.0531112336,0.0370902926,0.0353421208,0.0508552290,0.0668627875,0.0277379245,0.0316452749,0.0665862213,0.0332583435,0.0604209230,0.0669435578,0.0502883115,0.0465466397,0.0408530373,0.0466474774,0.0238540713,0.0256138686,0.0358654855,0.0393346950,0.0759518062,0.0330722389,0.0543504968,0.0373085269,0.0403663182,0.0475567063,0.0680062689,0.0346006632,0.0467071474,0.0616505393,0.0344403558,0.0240532113,0.0422181366,0.0322613439,0.0650632323
ACAO_KEPL3,0.0223951772,0.0147025276,0.0147164209,0.0225582438,0.0308081330,0.0277431614,0.0241440660,0.0322617964,0.0264031071,0.0224630846,0.0236706898,0.0224929743,0.0255971974,0.0258763406,0.0254294164,0.0077684510,0.0115485020,0.0202919586,0.0235360169,0.0092113363,0.0167865683,0.0223485036,0.0281581080,0.0230749068,0.0358392205,0.0254274830,0.0344659841,0.0301453607,0.0136154257,0.0145058298,0.0158643198,0.0186974917,0.0183671106,0.0346525478,0.0342444881,0.0274235284,0.0266392021,0.0180935366,0.0375316634,0.0247045349,0.0259868642,0.0275231376,0.0193929737,0.0182742596,0.0370940250,0.0241843339,0.0213058246,0.0126623959,0.0182949014,0.0221611655,0.0187057769,0.0215556174,0.0349068118,0.1478440336,0.0135724448,0.0215205112,0.0285028861,0.0302364389,0.0312802953,0.0247345551,0.0175008591,0.0277484636,0.0373856972,0.0243380939,0.0287677121,0.0234980120,0.0133037376,0.0287665146,0.0282039250,0.0203090802,0.0166889117,0.0238408671,0.0334869184,0.0138196048,0.0181834821,0.0318830029,0.0155894295,0.0289834190,0.0312131364,0.0291169287,0.0211954835,0.0219649377,0.0222634021,0.0140468030,0.0165886455,0.0242462084,0.0244592855,0.0340259456,0.0198438469,0.0263911921,0.0184007921,0.0235067839,0.0232768302,0.0309187586,0.0217758006,0.0301008283,0.0330742890,0.0226380150,0.0133015151,0.0234064448,0.0172330360,0.0297201122
ACAO_KLBN4,0.0161445790,0.0139377275,0.0076495919,0.0165335462,0.0164240843,0.0217070112,0.0188835446,0.0240232637,0.0204476919,0.0191594816,0.0193530467,0.0222792975,0.0285606035,0.0325285528,0.0182577593,0.0065766814,0.0059948538,0.0160601600,0.0186720940,0.0101155772,0.0133930677,0.0167177071,0.0228673003,0.0118356839,0.0390787710,0.0143815327,0.0230955841,0.0271702822,0.0108439172,0.0229418299,0.0183227938,0.0118227169,0.0173693305,0.0204787204,0.0195644341,0.0217976375,0.0154172491,0.0108732156,0.0301621711,0.0319557983,0.0346101356,0.0357657635,0.0133316005,0.0109565431,0.0222151239,0.0194881218,0.0155415179,0.0113179196,0.0138832159,0.0197927562,0.0171445356,0.0193670720,0.0219398026,0.0135724448,0.0831490346,0.0177307006,0.0145098283,0.0169673827,0.0213123793,0.0263581320,0.0107562418,0.0155153940,0.0239523952,0.0138174547,0.0172868941,0.0186485899,0.0118128261,0.0257233974,0.0251499670,0.0131005837,0.0127782521,0.0188527577,0.0210229271,0.0136944350,0.0123127152,0.0196289232,0.0090918788,0.0194668149,0.0168026577,0.0118735431,0.0191203849,0.0200058545,0.0179072149,0.0089887224,0.0183452728,0.0202032347,0.0204294811,0.0230179248,0.0108698730,0.0137137822,0.0179813537,0.0172539577,0.0137098042,0.0170999702,0.0200214287,0.0326086750,0.0386202117,0.0269188847,0.0123349166,0.0146610483,0.0212149376,0.0149345921
ACAO_LAND3,0.0194387058,0.0126259551,0.0160365255,0.0195644901,0.0281992957,0.0285989466,0.0249290117,0.0266424662,0.0270640842,0.0212675458,0.0221054604,0.0185140061,0.0243956249,0.0274453122,0.0237712775,0.0065859728,0.0154294876,0.0201801013,0.0218008087,0.0091825508,0.0142981037,0.0168590147,0.0263546790,0.0193706168,0.0313346788,0.0194463832,0.0385251835,0.0304375727,0.0113651508,0.0128685317,0.0199775725,0.0135125722,0.0178970227,0.0352416243,0.0315273590,0.0232334534,0.0268211478,0.0162137187,0.0505710775,0.0259245665,0.0284385969,0.0320918955,0.0178034237,0.0175397224,0.0301776190,0.0250377909,0.0217429984,0.0145767207,0.0171261918,0.0231626224,0.0187591558,0.0217504265,0.0324148961,0.0215205112,0.0177307006,0.1709821604,0.0218844167,0.0240228309,0.0287592405,0.0289308106,0.0182967549,0.0238999754,0.0360441170,0.0188991397,0.0270277002,0.0198858758,0.0139933462,0.0282665557,0.0290354300,0.0167100325,0.0177988314,0.0242801715,0.0295560257,0.0144007592,0.0167660811,0.0321171144,0.0226538818,0.0247042401,0.0222933883,0.0206731984,0.0221961867,0.0196178081,0.0206923723,0.0106037096,0.0268467270,0.0197977639,0.0207459333,0.0335421780,0.0162975134,0.0216680962,0.0173646016,0.0219932474,0.0178150977,0.0248985924,0.0207635227,0.0269326649,0.0312672044,0.0218617662,0.0100842726,0.0162674045,0.0148875315,0.0207422673
ACAO_LOGN3,0.0317808658,0.0211012127,0.0181360472,0.0325606041,0.0487433952,0.0444992800,0.0403043334,0.0427137197,0.0405295501,0.0350291000,0.0352747101,0.0195542430,0.0309284591,0.0275980675,0.0402683828,0.0129716218,0.0169374365,0.0345665424,0.0377577782,0.0130480035,0.0215192199,0.0302494191,0.0367475375,0.0359113752,0.0480534691,0.0300926467,0.0500531660,0.0443557918,0.0197725030,0.0237103816,0.0297865005,0.0287288409,0.0309928753,0.0524359525,0.0495996849,0.0299593710,0.0388908617,0.0262742772,0.0501574179,0.0344288368,0.0398488260,0.0449083699,0.0324227683,0.0225859573,0.0629383937,0.0281762857,0.0283959622,0.0182799156,0.0233904043,0.0335334487,0.0293961189,0.0339347259,0.0531604592,0.0285028861,0.0145098283,0.0218844167,0.2174213139,0.0393615883,0.0402260793,0.0278864239,0.0264443064,0.0405100977,0.0454129590,0.0364152894,0.0359758003,0.0380174001,0.0214730793,0.0364835227,0.0386571311,0.0296164880,0.0268354287,0.0403423252,0.0462682753,0.0188873096,0.0211116490,0.0397467002,0.0246945427,0.0455921617,0.0492282559,0.0410022992,0.0339081913,0.0294176815,0.0355518522,0.0268318998,0.0217701504,0.0249133486,0.0229169470,0.0510707162,0.0260197456,0.0503585398,0.0262055897,0.0279861550,0.0392275274,0.0439382335,0.0273369256,0.0291464417,0.0478172563,0.0264984345,0.0154239097,0.0365000421,0.0223557560,0.0438815162
ACAO_LPSB3,0.0409341680,0.0234962497,0.0191489324,0.0434922113,0.0700713722,0.0504002400,0.0428979703,0.0538020361,0.0472186846,0.0436491773,0.0454896695,0.0209206930,0.0295367234,0.0360022902,0.0461361360,0.0157375152,0.0184207064,0.0411343554,0.0429320816,0.0168168481,0.0290711963,0.0358770667,0.0461006514,0.0387495032,0.0484696002,0.0380530924,0.0706394364,0.0530076007,0.0233159854,0.0262673657,0.0316006011,0.0305055000,0.0396464628,0.0730250541,0.0694867344,0.0320425616,0.0357440582,0.0358596260,0.0735074729,0.0351295956,0.0377589369,0.0401994535,0.0403287059,0.0358658789,0.0847213171,0.0368575491,0.0342833461,0.0205701674,0.0312859236,0.0408989852,0.0394838461,0.0414402495,0.0664332172,0.0302364389,0.0169673827,0.0240228309,0.0393615883,0.2418083071,0.0623908773,0.0328987117,0.0332631518,0.0449433982,0.0689813574,0.0505452646,0.0426136410,0.0451107037,0.0284243666,0.0451036344,0.0464210189,0.0353512592,0.0265459244,0.0487573855,0.0595648505,0.0313370365,0.0291865612,0.0596519502,0.0274739119,0.0542513711,0.0632751715,0.0409503268,0.0411572909,0.0401265416,0.0376560406,0.0237237287,0.0201751544,0.0258137438,0.0365069106,0.0683261430,0.0294265333,0.0537217416,0.0306344292,0.0405496125,0.0503051035,0.0571714946,0.0325823664,0.0376489726,0.0493032168,0.0263292281,0.0233082344,0.0419666985,0.0284882343,0.0597718646
ACAO_LREN3,0.0427406290,0.0316192080,0.0186326116,0.0567794733,0.0755081545,0.0604681475,0.0533999488,0.0660555699,0.0570705917,0.0543955501,0.0552607008,0.0284972636,0.0358617238,0.0451354429,0.0530094820,0.0153548890,0.0189260449,0.0437409229,0.0489609627,0.0167417409,0.0351659136,0.0412907519,0.0554483284,0.0370023547,0.0554867774,0.0367917793,0.0826420899,0.0657058587,0.0287163774,0.0324456471,0.0373361603,0.0376591785,0.0332494459,0.0762750628,0.0760884774,0.0336239747,0.0330452999,0.0390473150,0.0801155386,0.0396093466,0.0436236979,0.0448249583,0.0431505438,0.0305086265,0.0770969265,0.0490416715,0.0309819753,0.0254671656,0.0377387305,0.0509284096,0.0444139205,0.0509274243,0.0656252705,0.0312802953,0.0213123793,0.0287592405,0.0402260793,0.0623908773,0.1365112355,0.0405632247,0.0358667399,0.0545367644,0.0839368031,0.0607694600,0.0462552318,0.0598324904,0.0292800061,0.0485345850,0.0497351248,0.0317836341,0.0285623845,0.0536334980,0.0603848531,0.0339086446,0.0383791004,0.0618627651,0.0274227860,0.0708875314,0.0778375711,0.0397830941,0.0509707878,0.0469387474,0.0449915838,0.0219772810,0.0212374799,0.0322791428,0.0302308710,0.0706376869,0.0305240841,0.0520474747,0.0380445309,0.0426881110,0.0432629811,0.0628003022,0.0297375572,0.0469331865,0.0554401285,0.0306968103,0.0275597508,0.0418401128,0.0305595520,0.0713018643
ACAO_MBRF3,0.0309563116,0.0212771279,0.0187260035,0.0296774143,0.0338271151,0.0425334192,0.0369014006,0.0427341144,0.0390122683,0.0318566343,0.0333028916,0.0668050801,0.0364564892,0.0371068424,0.0345543363,0.0070575618,0.0133077513,0.0282641514,0.0328130384,0.0131867315,0.0235013439,0.0267971349,0.0401872845,0.0249395516,0.0524457401,0.0251094767,0.0421945163,0.0428697008,0.0182188047,0.0196950314,0.0265275181,0.0224988769,0.0224145271,0.0458764502,0.0395843696,0.0261381819,0.0235005897,0.0245069289,0.0541830350,0.0348638679,0.0383718692,0.0408531908,0.0224676747,0.0126928055,0.0428092130,0.0318358543,0.0285715421,0.0193656587,0.0216439995,0.0319135891,0.0255852540,0.0301888303,0.0400329308,0.0247345551,0.0263581320,0.0289308106,0.0278864239,0.0328987117,0.0405632247,0.1889745743,0.0220621761,0.0338474958,0.0468610903,0.0309110068,0.0314126514,0.0394172500,0.0169797653,0.0447084635,0.0448673357,0.0187503307,0.0214303491,0.0313561528,0.0399566669,0.0169358000,0.0189692770,0.0359069390,0.0222922220,0.0362185526,0.0326871773,0.0213060447,0.0295777832,0.0267416656,0.0272156934,0.0156030958,0.0259570978,0.0346658066,0.0275959024,0.0416487967,0.0235365274,0.0270266873,0.0248361024,0.0244894758,0.0239276953,0.0322809454,0.0271750985,0.0376102955,0.0493165838,0.0320866113,0.0182693000,0.0209441591,0.0219565832,0.0320922408
ACAO_MDIA3,0.0235325861,0.0208059114,0.0093506061,0.0271320677,0.0311111379,0.0320922345,0.0287064798,0.0345899576,0.0301198083,0.0277677818,0.0275359406,0.0200942487,0.0189855332,0.0207906230,0.0289285960,0.0083801078,0.0106816548,0.0247552008,0.0257033438,0.0106053973,0.0184918345,0.0237304572,0.0303621043,0.0225997778,0.0281534072,0.0201347436,0.0380993831,0.0333191419,0.0146669951,0.0164089027,0.0231327970,0.0186716198,0.0164853753,0.0380844075,0.0378247536,0.0178390860,0.0203992370,0.0218543190,0.0352802997,0.0207409597,0.0229673455,0.0241673648,0.0258551125,0.0155518459,0.0402928287,0.0259309063,0.0167999847,0.0140388569,0.0210425975,0.0261357744,0.0238009946,0.0260077017,0.0349702938,0.0175008591,0.0107562418,0.0182967549,0.0264443064,0.0332631518,0.0358667399,0.0220621761,0.0872669580,0.0273667293,0.0364148188,0.0272184585,0.0265104373,0.0299136736,0.0170207230,0.0258907562,0.0263739063,0.0177148305,0.0154892333,0.0297098286,0.0292453163,0.0183196992,0.0209732536,0.0313446309,0.0115153130,0.0334190030,0.0345133252,0.0239735716,0.0246928327,0.0222563748,0.0261934527,0.0124967543,0.0125789825,0.0209092879,0.0191774609,0.0315663433,0.0146323454,0.0281030298,0.0227436396,0.0258513205,0.0223416089,0.0288088065,0.0193084681,0.0221228656,0.0289480462,0.0150121419,0.0141232208,0.0225048508,0.0206047922,0.0350953645
ACAO_MOTV3,0.0346787638,0.0261175503,0.0141172589,0.0361597128,0.0467065695,0.0512928468,0.0448734879,0.0542678717,0.0512309464,0.0456875490,0.0456621979,0.0248331740,0.0306202012,0.0326264447,0.0435810383,0.0134456625,0.0168644573,0.0405093057,0.0457759169,0.0162161942,0.0313956803,0.0376781856,0.0472687173,0.0337173721,0.0481015058,0.0308682111,0.0604022936,0.0483768853,0.0293394466,0.0255492498,0.0264175806,0.0316056381,0.0266556838,0.0555296935,0.0553875132,0.0259103895,0.0281515327,0.0300439344,0.0533152736,0.0331783668,0.0366676082,0.0395919797,0.0287759886,0.0176681405,0.0578881011,0.0348707455,0.0284351916,0.0235937658,0.0338033417,0.0427189910,0.0370556082,0.0419206570,0.0514058360,0.0277484636,0.0155153940,0.0238999754,0.0405100977,0.0449433982,0.0545367644,0.0338474958,0.0273667293,0.1022810079,0.0573844191,0.0485890236,0.0403734134,0.0454256843,0.0252325243,0.0455311020,0.0475166748,0.0238357082,0.0219748690,0.0418491767,0.0428295848,0.0265920464,0.0280171368,0.0497911389,0.0223642261,0.0545406432,0.0484277960,0.0319899825,0.0417816052,0.0345989689,0.0410625542,0.0182017983,0.0181985356,0.0273418249,0.0249646825,0.0509720058,0.0242630271,0.0416260521,0.0310529965,0.0338451869,0.0368624842,0.0436419333,0.0244370973,0.0347420678,0.0464149270,0.0256623898,0.0245257073,0.0358820688,0.0278649148,0.0549808439
ACAO_MRVE3,0.0471867167,0.0318096584,0.0188062934,0.0587355791,0.0788106083,0.0659561293,0.0572893671,0.0758148293,0.0613977958,0.0561957125,0.0580333881,0.0334852083,0.0400620871,0.0507144322,0.0571348123,0.0132918273,0.0193297635,0.0440179275,0.0494538047,0.0207974334,0.0367617814,0.0439494672,0.0621295219,0.0423909600,0.0651032592,0.0422181423,0.1131212295,0.0741053185,0.0292272980,0.0361341466,0.0449908089,0.0395861994,0.0405744474,0.1027548385,0.1008188440,0.0374601135,0.0384533044,0.0408350467,0.1155679548,0.0452338766,0.0489791475,0.0537206669,0.0470870400,0.0322259092,0.0986082996,0.0525596509,0.0386774126,0.0298723212,0.0391955941,0.0552840494,0.0468640679,0.0535645797,0.0784003699,0.0373856972,0.0239523952,0.0360441170,0.0454129590,0.0689813574,0.0839368031,0.0468610903,0.0364148188,0.0573844191,0.1960041444,0.0599973086,0.0539568546,0.0612040824,0.0325336301,0.0536937819,0.0564130576,0.0385978227,0.0346601769,0.0612732222,0.0706785721,0.0373916742,0.0354895585,0.0671606320,0.0317715449,0.0761588253,0.0761814742,0.0452335445,0.0546597116,0.0441041272,0.0488492652,0.0257405544,0.0233204159,0.0336030496,0.0355223297,0.0907428228,0.0381037865,0.0559109489,0.0420936464,0.0444608945,0.0488685923,0.0739459924,0.0372039587,0.0586380171,0.0660903122,0.0355272904,0.0272707014,0.0446260655,0.0311442956,0.0793913037
ACAO_MULT3,0.0347419106,0.0254580033,0.0147810428,0.0393673631,0.0523002680,0.0472182728,0.0410619898,0.0537865660,0.0473775222,0.0452694663,0.0453468472,0.0201715240,0.0275796477,0.0308060618,0.0426016594,0.0127627925,0.0149351780,0.0362636770,0.0414723538,0.0135397047,0.0310957481,0.0354544157,0.0444170775,0.0320751920,0.0428943669,0.0297095650,0.0643932545,0.0483797502,0.0261729893,0.0241798267,0.0286190839,0.0317786294,0.0262405137,0.0605876049,0.0607537788,0.0266810634,0.0286268171,0.0319253372,0.0558618344,0.0310431835,0.0327974042,0.0353519476,0.0326566435,0.0219914278,0.0638786454,0.0366343596,0.0222033201,0.0216539787,0.0337377700,0.0430077046,0.0371833558,0.0424721740,0.0568198242,0.0243380939,0.0138174547,0.0188991397,0.0364152894,0.0505452646,0.0607694600,0.0309110068,0.0272184585,0.0485890236,0.0599973086,0.0900889361,0.0378412952,0.0437795267,0.0236766092,0.0416071906,0.0430162589,0.0257789964,0.0212939125,0.0428473829,0.0457612326,0.0276830057,0.0295667691,0.0491055765,0.0191915387,0.0544313799,0.0514244892,0.0317395189,0.0398997200,0.0342128988,0.0377660813,0.0180730307,0.0181468180,0.0267908402,0.0239558831,0.0553867081,0.0223990031,0.0434063745,0.0302270641,0.0349865280,0.0331665047,0.0462185183,0.0232719985,0.0343099207,0.0414206344,0.0229658603,0.0225170907,0.0345228610,0.0234308989,0.0526444943
ACAO_MYPK3,0.0400612645,0.0238838645,0.0150582122,0.0346279126,0.0491092777,0.0446858504,0.0399817317,0.0467130791,0.0470966753,0.0404032413,0.0420393384,0.0253172379,0.0321562973,0.0396773652,0.0454336430,0.0132260439,0.0156071193,0.0339881315,0.0366904383,0.0149908930,0.0240839074,0.0313271065,0.0418916086,0.0301343311,0.0534545642,0.0336663671,0.0547365897,0.0496653596,0.0205305884,0.0298029600,0.0272087676,0.0241490382,0.0310726975,0.0550598113,0.0489411534,0.0320354354,0.0367591232,0.0271500293,0.0590393177,0.0411222891,0.0454458989,0.0448623309,0.0320165199,0.0244940336,0.0554518617,0.0312387779,0.0305479218,0.0181490995,0.0308925341,0.0389885003,0.0351415826,0.0394143425,0.0517561469,0.0287677121,0.0172868941,0.0270277002,0.0359758003,0.0426136410,0.0462552318,0.0314126514,0.0265104373,0.0403734134,0.0539568546,0.0378412952,0.1391746239,0.0378006425,0.0244222134,0.0431126956,0.0436807057,0.0266943655,0.0246478628,0.0540979338,0.0438442077,0.0256025325,0.0241661001,0.0666979895,0.0257262015,0.0460816855,0.0473242190,0.0368782856,0.0398833579,0.0340553772,0.0312097761,0.0199093180,0.0226349851,0.0272023454,0.0323236837,0.0531876580,0.0216677473,0.0435081561,0.0275966815,0.0281614103,0.0311476967,0.0426089350,0.0271480996,0.0453397130,0.0524074753,0.0277885358,0.0195471299,0.0371436802,0.0286739079,0.0478956875
ACAO_NATU3,0.0335667664,0.0269132308,0.0131217079,0.0467129785,0.0559063348,0.0503822631,0.0449346642,0.0512022724,0.0441757245,0.0395200383,0.0395361112,0.0266174259,0.0344176968,0.0308961679,0.0418497495,0.0139972924,0.0137873685,0.0373137599,0.0408078027,0.0161054565,0.0267550929,0.0341768184,0.0447734719,0.0299419535,0.0543315639,0.0328782449,0.0607927269,0.0521609601,0.0234704996,0.0283634312,0.0314739474,0.0278381223,0.0277046834,0.0581823112,0.0546807125,0.0271787725,0.0316109005,0.0291241674,0.0645499736,0.0355596834,0.0393297889,0.0415225132,0.0338711359,0.0223582371,0.0613659758,0.0419357922,0.0273127674,0.0194775839,0.0301196184,0.0379201597,0.0323543212,0.0370679523,0.0520009139,0.0234980120,0.0186485899,0.0198858758,0.0380174001,0.0451107037,0.0598324904,0.0394172500,0.0299136736,0.0454256843,0.0612040824,0.0437795267,0.0378006425,0.1476354058,0.0236539837,0.0395458376,0.0414415107,0.0257273979,0.0245852064,0.0400575125,0.0426427321,0.0245834436,0.0325385866,0.0487014303,0.0210507637,0.0546726677,0.0565365215,0.0383439376,0.0372424551,0.0340323949,0.0381869547,0.0201850352,0.0167437382,0.0250699459,0.0256564526,0.0591487702,0.0274065605,0.0444573760,0.0273200799,0.0401344467,0.0322094178,0.0455988414,0.0245303443,0.0361489856,0.0487831117,0.0303504153,0.0214272807,0.0313923074,0.0293735037,0.0578386814
ACAO_ODPV3,0.0194753347,0.0133388737,0.0089723439,0.0235338350,0.0268879130,0.0267207744,0.0223843997,0.0277571571,0.0232152782,0.0215654902,0.0217463096,0.0162238362,0.0166059531,0.0204125612,0.0241748586,0.0078512245,0.0089953620,0.0213254667,0.0234401677,0.0090836410,0.0159735935,0.0177748639,0.0235569019,0.0173179412,0.0252666407,0.0170007199,0.0326834927,0.0299411011,0.0165232669,0.0137188643,0.0178993997,0.0173849026,0.0154429136,0.0328251063,0.0318247067,0.0183194780,0.0182127041,0.0223461203,0.0301904856,0.0186904130,0.0206099564,0.0225519696,0.0193644753,0.0078251370,0.0327342163,0.0221508777,0.0140129300,0.0130732012,0.0166449719,0.0209122558,0.0187937036,0.0198364022,0.0281978062,0.0133037376,0.0118128261,0.0139933462,0.0214730793,0.0284243666,0.0292800061,0.0169797653,0.0170207230,0.0252325243,0.0325336301,0.0236766092,0.0244222134,0.0236539837,0.0933207353,0.0195960973,0.0213691934,0.0178212831,0.0113033702,0.0259783605,0.0218826404,0.0169219629,0.0194734259,0.0273627557,0.0103272832,0.0301084805,0.0284105486,0.0183380434,0.0185146129,0.0160300425,0.0213856046,0.0101360467,0.0126213330,0.0143290801,0.0155475093,0.0293183911,0.0146681442,0.0214286185,0.0165747975,0.0250518914,0.0150175818,0.0269623444,0.0140708645,0.0210945030,0.0243467631,0.0127878871,0.0121148101,0.0200595929,0.0172696895,0.0338887549
ACAO_PETR3,0.0413117304,0.0263549572,0.0156261486,0.0323251767,0.0399754553,0.0631976822,0.0525863735,0.0584939065,0.0713320785,0.0594022902,0.0622956452,0.0265532526,0.0640601844,0.0509706452,0.0524052812,0.0144031448,0.0212644136,0.0442576310,0.0512319799,0.0183622299,0.0310014961,0.0399829249,0.0558004534,0.0325893624,0.0850243306,0.0325379433,0.0557721363,0.0505339943,0.0247996957,0.0313139620,0.0277038181,0.0275384737,0.0280258855,0.0548437892,0.0482049683,0.0374684773,0.0337185254,0.0247072351,0.0617359184,0.0590896285,0.0678347998,0.0712272269,0.0258654547,0.0256156596,0.0526426463,0.0336033368,0.0279305898,0.0208171865,0.0416073421,0.0551230080,0.0488105675,0.0578567358,0.0506126922,0.0287665146,0.0257233974,0.0282665557,0.0364835227,0.0451036344,0.0485345850,0.0447084635,0.0258907562,0.0455311020,0.0536937819,0.0416071906,0.0431126956,0.0395458376,0.0195960973,0.1515346565,0.1441354863,0.0299116823,0.0266372061,0.0422706676,0.0473782413,0.0272509101,0.0226665949,0.0513743442,0.0220190372,0.0469745390,0.0372028357,0.0281073329,0.0542775644,0.0458643347,0.0438778004,0.0218676271,0.0211554494,0.0333550287,0.0297184139,0.0505646207,0.0322488993,0.0414261873,0.0354712959,0.0276666991,0.0309074202,0.0318679026,0.0349454738,0.0560366676,0.0744284247,0.0633475032,0.0246319240,0.0306818836,0.0267021929,0.0462547169
